PRODUCT,1,,,PLANFRAGMENT,NON_EXECUTING,,,,,,,,,,,,F2
PRODUCT,38,,,PLANFRAGMENT,NON_EXECUTING,,,,,,,,,,,,F2
PRODUCT,69,,,PLANFRAGMENT,NON_EXECUTING,,,,,,,,,,,,F2
PRODUCT,93,,,PLANFRAGMENT,NON_EXECUTING,,,,,,,,,,,,F2
PRODUCT,95,,,PLANFRAGMENT,NON_EXECUTING,,,,,,,,,,,,F2
PRODUCT,98,,,PLANFRAGMENT,NON_EXECUTING,,,,,,,,,,,,F2
PRODUCT,99,,,PLANFRAGMENT,NON_EXECUTING,,,,,,,,,,,,F2
PRODUCT,100,,,PLANFRAGMENT,NON_EXECUTING,,,,,,,,,,,,F2
PRODUCT,152,,,PLANFRAGMENT,NON_EXECUTING,,,,,,,,,,,,F2
PRODUCT,156,,,PLANFRAGMENT,NON_EXECUTING,,,,,,,,,,,,F2
PRODUCT,427,,,PLANFRAGMENT,NON_EXECUTING,,,,,,,,,,,,F2
PRODUCT,466,,,PLANFRAGMENT,NON_EXECUTING,,,,,,,,,,,,F2
PRODUCT,578,,,PLANFRAGMENT,NON_EXECUTING,,,,,,,,,,,,F2
PRODUCT,579,,,PLANFRAGMENT,NON_EXECUTING,,,,,,,,,,,,F2
PRODUCT,615,,,PLANFRAGMENT,NON_EXECUTING,,,,,,,,,,,,F2
PRODUCT,Terminal dummy,,,PLANFRAGMENT,NON_EXECUTING,,,,,,,,,,,,F2
PRODUCT,Terminal Facturación BP,,,PLANFRAGMENT,NON_EXECUTING,,,,,,,,,,,,F2
PRODUCT,Terminal Facturacion Simple BP,,,PLANFRAGMENT,NON_EXECUTING,,,,,,,,,,,,F2
PRODUCT,Terminal generico,,,PLANFRAGMENT,NON_EXECUTING,,,,,,,,,,,,F2
PRODUCT,Terminal generico Scdr,,,PLANFRAGMENT,NON_EXECUTING,,,,,,,,,,,,F2
PRODUCT,Terminal generico Reseg,,,PLANFRAGMENT,NON_EXECUTING,,,,,,,,,,,,F2
PRODUCT,Terminal generico Reseg Scdr,,,PLANFRAGMENT,NON_EXECUTING,,,,,,,,,,,,F2
PRODUCT,Terminal Inventario Recursos BP,,,PLANFRAGMENT,NON_EXECUTING,,,,,,,,,,,,F2
PRODUCT,Terminal Marketing Renove BP,,,PLANFRAGMENT,NON_EXECUTING,,,,,,,,,,,,F2
PRODUCT,Terminal Pago Facturación BP,,,PLANFRAGMENT,NON_EXECUTING,,,,,,,,,,,,F2
PRODUCT,Venta Plazos Facturación BP,,,PLANFRAGMENT,NON_EXECUTING,,,,,,,,,,,,F2
